Date,Name,Type,Country Name,Country Code
2023-04-18,Yom HaShoah,"['Observance', 'Hebrew']",United Kingdom,GB
2023-04-21,Eid ul Fitr,"['Observance', 'Muslim']",United Kingdom,GB
2023-04-22,Eid ul Fitr,"['Observance', 'Muslim']",United Kingdom,GB
2023-04-22,Stephen Lawrence Day,['Observance'],United Kingdom,GB
2023-04-23,St. George's Day,"['Observance', 'Christian']",United Kingdom,GB
2023-04-23,St. George's Day,['Observance'],United Kingdom,GB
2023-04-23,Shakespeare Day,['Observance'],United Kingdom,GB
2023-04-26,Yom HaAtzmaut,"['Observance', 'Hebrew']",United Kingdom,GB
2023-05-01,Early May Bank Holiday,['National holiday'],United Kingdom,GB
2023-05-06,The Coronation of King Charles III,['Observance'],United Kingdom,GB
2023-05-08,Bank Holiday for the Coronation of King Charles III,['National holiday'],United Kingdom,GB
2023-05-09,Lag B'Omer,"['Observance', 'Hebrew']",United Kingdom,GB
2023-05-18,Ascension Day,"['Observance', 'Christian']",United Kingdom,GB
2023-05-26,Shavuot,"['Observance', 'Hebrew']",United Kingdom,GB
2023-05-28,Pentecost,"['Observance', 'Christian']",United Kingdom,GB
2023-05-29,Whit Monday,"['Observance', 'Christian']",United Kingdom,GB
2023-05-29,Spring Bank Holiday,['National holiday'],United Kingdom,GB
2023-06-04,Trinity Sunday,"['Observance', 'Christian']",United Kingdom,GB
2023-06-08,Corpus Christi,"['Observance', 'Christian']",United Kingdom,GB
2023-06-17,King's Birthday,['Observance'],United Kingdom,GB
2023-06-18,Father's Day,['Observance'],United Kingdom,GB
2023-06-21T15:57:49+01:00,June Solstice,['Season'],United Kingdom,GB
2023-06-22,Windrush Day,['Observance'],United Kingdom,GB
2023-06-28,Eid al-Adha,"['Observance', 'Muslim']",United Kingdom,GB
2023-06-29,Eid al-Adha,"['Observance', 'Muslim']",United Kingdom,GB
2023-07-12,Battle of the Boyne,['Local holiday'],United Kingdom,GB
2023-07-19,Muharram/Islamic New Year,"['Observance', 'Muslim']",United Kingdom,GB
2023-07-27,Tisha B'Av,"['Observance', 'Hebrew']",United Kingdom,GB
2023-07-28,Ashura,"['Observance', 'Muslim']",United Kingdom,GB
2023-07-29,Ashura,"['Observance', 'Muslim']",United Kingdom,GB
2023-08-07,Summer Bank Holiday,['Common local holiday'],United Kingdom,GB
2023-08-15,Assumption of Mary,"['Observance', 'Christian']",United Kingdom,GB
2023-08-28,Summer Bank Holiday,['Common local holiday'],United Kingdom,GB
2023-09-06,Janmashtami (Smarta),"['Observance', 'Hinduism']",United Kingdom,GB
2023-09-07,Janmashtami,"['Observance', 'Hinduism']",United Kingdom,GB
2023-09-16,Rosh Hashana,"['Observance', 'Hebrew']",United Kingdom,GB
2023-09-18,Ganesh Chaturthi,"['Observance', 'Hinduism']",United Kingdom,GB
2023-09-23T07:50:01+01:00,September Equinox,['Season'],United Kingdom,GB
2023-09-25,Yom Kippur,"['Observance', 'Hebrew']",United Kingdom,GB
2023-09-27,Milad un Nabi (Mawlid),"['Observance', 'Muslim']",United Kingdom,GB
2023-09-30,First day of Sukkot,"['Observance', 'Hebrew']",United Kingdom,GB
2023-10-04,Feast of St Francis of Assisi,"['Observance', 'Christian']",United Kingdom,GB
2023-10-06,Hoshana Rabbah,"['Observance', 'Hebrew']",United Kingdom,GB
2023-10-07,Shemini Atzeret,"['Observance', 'Hebrew']",United Kingdom,GB
2023-10-08,Simchat Torah,"['Observance', 'Hebrew']",United Kingdom,GB
2023-10-29T02:00:00+01:00,Daylight Saving Time ends,['Clock change/Daylight Saving Time'],United Kingdom,GB
2023-10-31,Halloween,['Observance'],United Kingdom,GB
2023-11-01,All Saints' Day,"['Observance', 'Christian']",United Kingdom,GB
2023-11-02,All Souls' Day,"['Observance', 'Christian']",United Kingdom,GB
2023-11-05,Guy Fawkes Day,['Observance'],United Kingdom,GB
2023-11-12,Diwali/Deepavali,"['Observance', 'Hinduism']",United Kingdom,GB
2023-11-12,Remembrance Sunday,['Observance'],United Kingdom,GB
2023-11-30,St Andrew's Day,"['Local holiday', 'Christian']",United Kingdom,GB
2023-12-03,First Sunday of Advent,"['Observance', 'Christian']",United Kingdom,GB
2023-12-08,Feast of the Immaculate Conception,"['Observance', 'Christian']",United Kingdom,GB
2023-12-08,First Day of Hanukkah,"['Observance', 'Hebrew']",United Kingdom,GB
2023-12-15,Last day of Hanukkah,"['Observance', 'Hebrew']",United Kingdom,GB
2023-12-22T03:27:21+00:00,December Solstice,['Season'],United Kingdom,GB
2023-12-24,Christmas Eve,"['Observance', 'Christian']",United Kingdom,GB
2023-12-25,Christmas Day,"['National holiday', 'Christian']",United Kingdom,GB
2023-12-26,Boxing Day,['National holiday'],United Kingdom,GB
2023-12-31,New Year's Eve,['Observance'],United Kingdom,GB
